true_label,predicted_label,path
1,1,segmented_audio/1/caa114893cf5cb213b39591bbcb72f66ee4519be07269968e714a8d3f24c3382/caa114893cf5cb213b39591bbcb72f66ee4519be07269968e714a8d3f24c3382_segment_58.mp3
1,1,segmented_audio/1/139b09543494ead859b857961d230a39b9f4fc730f81cf8445b6d83bacf67f3d/139b09543494ead859b857961d230a39b9f4fc730f81cf8445b6d83bacf67f3d_segment_174.mp3
1,1,segmented_audio/1/329255e33f43e6e9ae5d5efd6f5c5745c35a30d42fb5099beb51a6e40fe9bd76/329255e33f43e6e9ae5d5efd6f5c5745c35a30d42fb5099beb51a6e40fe9bd76_segment_76.mp3
1,1,segmented_audio/1/edff1edfc410a5f4509d09c1264ce53236096f89231d415edbe6326e4e8d3fa3/edff1edfc410a5f4509d09c1264ce53236096f89231d415edbe6326e4e8d3fa3_segment_23.mp3
1,1,segmented_audio/1/da7ab0dd1e43573e9e75930e0544b0729351b90d7923ae14542fcc29fe57e451/da7ab0dd1e43573e9e75930e0544b0729351b90d7923ae14542fcc29fe57e451_segment_1.mp3
1,1,segmented_audio/1/206cc0d26617057196f1e3e8903597fd0b234c9f945263fad9ac6b1686c71d21/206cc0d26617057196f1e3e8903597fd0b234c9f945263fad9ac6b1686c71d21_segment_11.mp3
0,0,segmented_audio/0/x86_64-linux-gnu-gcov-12/x86_64-linux-gnu-gcov-12_segment_3.mp3
1,1,segmented_audio/1/20e4c4893ed1faa9a50b0a4ba5fa0062d5178b635222849eeafa53e8c5c0d8c8/20e4c4893ed1faa9a50b0a4ba5fa0062d5178b635222849eeafa53e8c5c0d8c8_segment_31.mp3
1,1,segmented_audio/1/74f122fb0059977167c5ed34a7e217d9dfe8e8199020e3fe19532be108a7d607/74f122fb0059977167c5ed34a7e217d9dfe8e8199020e3fe19532be108a7d607_segment_24.mp3
1,1,segmented_audio/1/b74f9fa21bdb281a1bdc20841bb9b0c29a845292800d659be86cab81e2cc0a5b/b74f9fa21bdb281a1bdc20841bb9b0c29a845292800d659be86cab81e2cc0a5b_segment_19.mp3
0,0,segmented_audio/0/containerd-shim-runc-v2/containerd-shim-runc-v2_segment_30.mp3
1,1,segmented_audio/1/482ca6cef1615277825a821ff50a52c37ba6b4fa2f627b6fc17daea9456c8fd0/482ca6cef1615277825a821ff50a52c37ba6b4fa2f627b6fc17daea9456c8fd0_segment_26.mp3
1,1,segmented_audio/1/63f3245f84f7f2931d1586bc35051d26398590aaf71a071597b3662ffc3f24fb/63f3245f84f7f2931d1586bc35051d26398590aaf71a071597b3662ffc3f24fb_segment_65.mp3
1,1,segmented_audio/1/c8aeb927cd1b897a9c31199f33a6df9f297707bed1aa0e66d167270f1fde6ff5/c8aeb927cd1b897a9c31199f33a6df9f297707bed1aa0e66d167270f1fde6ff5_segment_6.mp3
0,0,segmented_audio/0/troff/troff_segment_7.mp3
0,0,segmented_audio/0/ctr/ctr_segment_224.mp3
1,1,segmented_audio/1/4309d17a3e2376639026494a47c5d4a68f481f1ab0eea5104cb58c5412e290ff/4309d17a3e2376639026494a47c5d4a68f481f1ab0eea5104cb58c5412e290ff_segment_47.mp3
1,1,segmented_audio/1/564a666d0a7efc39c9d53f5c6c4d95d5f7f6b7bff2dc9aa3c871f8c49650a99b/564a666d0a7efc39c9d53f5c6c4d95d5f7f6b7bff2dc9aa3c871f8c49650a99b_segment_125.mp3
0,0,segmented_audio/0/lto-dump-12/lto-dump-12_segment_135.mp3
0,0,segmented_audio/0/qemu-system-i386/qemu-system-i386_segment_55.mp3
0,0,segmented_audio/0/x86_64-linux-gnu-lto-dump/x86_64-linux-gnu-lto-dump_segment_212.mp3
0,0,segmented_audio/0/grub-mount/grub-mount_segment_4.mp3
1,1,segmented_audio/1/df3b41b28d5e7679cddb68f92ec98bce090af0b24484b4636d7d84f579658c52/df3b41b28d5e7679cddb68f92ec98bce090af0b24484b4636d7d84f579658c52_segment_13.mp3
0,0,segmented_audio/0/x86_64-linux-gnu-lto-dump-13/x86_64-linux-gnu-lto-dump-13_segment_211.mp3
1,1,segmented_audio/1/5c03ff30ccffc9d36c342510c7469682d3c411654ec52b0930d37a6c6aab9f72/5c03ff30ccffc9d36c342510c7469682d3c411654ec52b0930d37a6c6aab9f72_segment_39.mp3
0,0,segmented_audio/0/cpp/cpp_segment_12.mp3
1,1,segmented_audio/1/139b09543494ead859b857961d230a39b9f4fc730f81cf8445b6d83bacf67f3d/139b09543494ead859b857961d230a39b9f4fc730f81cf8445b6d83bacf67f3d_segment_18.mp3
0,0,segmented_audio/0/qemu-system-x86_64/qemu-system-x86_64_segment_105.mp3
1,1,segmented_audio/1/683e1eb35561da89db96c94f400daf41390bd350698c739c38024a1f621653b3/683e1eb35561da89db96c94f400daf41390bd350698c739c38024a1f621653b3_segment_107.mp3
0,0,segmented_audio/0/qemu-storage-daemon/qemu-storage-daemon_segment_17.mp3
1,1,segmented_audio/1/1ce94d788d01ae70782084d5dd48844ecf03629c3aaacff7f4bc35e59d4aaf55/1ce94d788d01ae70782084d5dd48844ecf03629c3aaacff7f4bc35e59d4aaf55_segment_8.mp3
0,0,segmented_audio/0/ctr/ctr_segment_209.mp3
1,1,segmented_audio/1/5c5ee3d747da2a1386548d12e47a276ea457232e3a699e6717abd01917c1be61/5c5ee3d747da2a1386548d12e47a276ea457232e3a699e6717abd01917c1be61_segment_1.mp3
1,1,segmented_audio/1/329255e33f43e6e9ae5d5efd6f5c5745c35a30d42fb5099beb51a6e40fe9bd76/329255e33f43e6e9ae5d5efd6f5c5745c35a30d42fb5099beb51a6e40fe9bd76_segment_58.mp3
1,1,segmented_audio/1/6734f3e911fadf340fc0aa4f8f55c15c8936c61f9b0e38bdfe9dde561cf09fa9/6734f3e911fadf340fc0aa4f8f55c15c8936c61f9b0e38bdfe9dde561cf09fa9_segment_84.mp3
1,1,segmented_audio/1/5478799c3c41271503f45d2fe323d71f9f28fd0314d488a6445a38b7857ad0f2/5478799c3c41271503f45d2fe323d71f9f28fd0314d488a6445a38b7857ad0f2_segment_40.mp3
1,1,segmented_audio/1/683e1eb35561da89db96c94f400daf41390bd350698c739c38024a1f621653b3/683e1eb35561da89db96c94f400daf41390bd350698c739c38024a1f621653b3_segment_133.mp3
0,0,segmented_audio/0/keepassxc/keepassxc_segment_54.mp3
0,0,segmented_audio/0/ctr/ctr_segment_3.mp3
1,1,segmented_audio/1/876b30a58a084752dbbb66cfcc003417e2be2b13fb5913612b0ca4c77837467e/876b30a58a084752dbbb66cfcc003417e2be2b13fb5913612b0ca4c77837467e_segment_38.mp3
0,0,segmented_audio/0/qemu-img/qemu-img_segment_11.mp3
0,0,segmented_audio/0/perl/perl_segment_22.mp3
0,0,segmented_audio/0/rootlesskit/rootlesskit_segment_69.mp3
1,1,segmented_audio/1/564a666d0a7efc39c9d53f5c6c4d95d5f7f6b7bff2dc9aa3c871f8c49650a99b/564a666d0a7efc39c9d53f5c6c4d95d5f7f6b7bff2dc9aa3c871f8c49650a99b_segment_59.mp3
0,0,segmented_audio/0/snap/snap_segment_146.mp3
0,0,segmented_audio/0/docker/docker_segment_72.mp3
0,0,segmented_audio/0/ctr/ctr_segment_95.mp3
1,1,segmented_audio/1/74f122fb0059977167c5ed34a7e217d9dfe8e8199020e3fe19532be108a7d607/74f122fb0059977167c5ed34a7e217d9dfe8e8199020e3fe19532be108a7d607_segment_18.mp3
1,1,segmented_audio/1/17769e5eb8cf401135e55b6c7258d613365baa6e69fb1c17c06806dad76bcc58/17769e5eb8cf401135e55b6c7258d613365baa6e69fb1c17c06806dad76bcc58_segment_1.mp3
0,0,segmented_audio/0/systemctl/systemctl_segment_6.mp3
1,1,segmented_audio/1/240fe01d9fcce5aae311e906b8311a1975f8c1431b83618f3d11aeaff10aede3/240fe01d9fcce5aae311e906b8311a1975f8c1431b83618f3d11aeaff10aede3_segment_92.mp3
0,0,segmented_audio/0/x86_64-linux-gnu-lto-dump-13/x86_64-linux-gnu-lto-dump-13_segment_251.mp3
1,1,segmented_audio/1/f123c0bf13d3b153e86a14e6fba58e2aee14f88ed493954b0dc556d3a700195f/f123c0bf13d3b153e86a14e6fba58e2aee14f88ed493954b0dc556d3a700195f_segment_30.mp3
1,1,segmented_audio/1/5baf025c571ba362170e8d1767afe4f7adccbb4524874015fa9add308ccc203a/5baf025c571ba362170e8d1767afe4f7adccbb4524874015fa9add308ccc203a_segment_1.mp3
0,0,segmented_audio/0/dockerd/dockerd_segment_547.mp3
1,1,segmented_audio/1/df8262a8a7208da235127a10b07fa9b87de71eb2cc9667899da60ad255a90c76/df8262a8a7208da235127a10b07fa9b87de71eb2cc9667899da60ad255a90c76_segment_90.mp3
0,0,segmented_audio/0/view/view_segment_3.mp3
0,0,segmented_audio/0/ctr/ctr_segment_102.mp3
1,1,segmented_audio/1/b91c2eeed09554ff7816b46e4b658c74c44f6319ca1a3eb5ad9984f2553eefca/b91c2eeed09554ff7816b46e4b658c74c44f6319ca1a3eb5ad9984f2553eefca_segment_1.mp3
1,1,segmented_audio/1/d9187584df10e4c3b9b67a7d2944192d85d9d1d2ceefe47abaeea4c5af58fe5c/d9187584df10e4c3b9b67a7d2944192d85d9d1d2ceefe47abaeea4c5af58fe5c_segment_4.mp3
0,0,segmented_audio/0/lto-dump/lto-dump_segment_317.mp3
1,1,segmented_audio/1/139b09543494ead859b857961d230a39b9f4fc730f81cf8445b6d83bacf67f3d/139b09543494ead859b857961d230a39b9f4fc730f81cf8445b6d83bacf67f3d_segment_37.mp3
1,1,segmented_audio/1/683e1eb35561da89db96c94f400daf41390bd350698c739c38024a1f621653b3/683e1eb35561da89db96c94f400daf41390bd350698c739c38024a1f621653b3_segment_60.mp3
1,1,segmented_audio/1/4309d17a3e2376639026494a47c5d4a68f481f1ab0eea5104cb58c5412e290ff/4309d17a3e2376639026494a47c5d4a68f481f1ab0eea5104cb58c5412e290ff_segment_67.mp3
1,1,segmented_audio/1/b86fa7422710bfb569986f8a4778f1614837acc754f105b7d90608a03ea7cbd6/b86fa7422710bfb569986f8a4778f1614837acc754f105b7d90608a03ea7cbd6_segment_44.mp3
0,0,segmented_audio/0/dockerd/dockerd_segment_974.mp3
1,1,segmented_audio/1/6734f3e911fadf340fc0aa4f8f55c15c8936c61f9b0e38bdfe9dde561cf09fa9/6734f3e911fadf340fc0aa4f8f55c15c8936c61f9b0e38bdfe9dde561cf09fa9_segment_23.mp3
1,1,segmented_audio/1/ee999ea60252dd7f5d7beb3c2a2a07d3b1b09052db99d3a2c6fe9fcb19ae4cc8/ee999ea60252dd7f5d7beb3c2a2a07d3b1b09052db99d3a2c6fe9fcb19ae4cc8_segment_25.mp3
0,0,segmented_audio/0/lto-dump-12/lto-dump-12_segment_268.mp3
1,1,segmented_audio/1/f04e78c1651d21397160e053710b67094f5c7535470b3779086f305b6b6156e1/f04e78c1651d21397160e053710b67094f5c7535470b3779086f305b6b6156e1_segment_38.mp3
